   0.0000000e+00   1.1975812e+02   4.8053110e+02
   1.0000000e-01   2.7275812e+02   3.2241110e+02
   2.0000000e-01   5.9375812e+02   3.4357110e+02
   3.0000000e-01   2.1475812e+02   7.2731104e+01
   4.0000000e-01   4.7575812e+02   2.8129110e+02
   5.0000000e-01   3.8075812e+02   3.0209110e+02
   6.0000000e-01   2.2075812e+02   3.4049110e+02
   7.0000000e-01   2.9475812e+02   5.4853110e+02
   8.0000000e-01   2.5775812e+02   5.1901110e+02
   9.0000000e-01   2.4575812e+02   6.2449110e+02
   1.0000000e+00   2.2675812e+02   4.7425110e+02
   1.1000000e+00   1.6175812e+02   5.3085110e+02
   1.2000000e+00   1.4775812e+02   4.1041110e+02
   1.3000000e+00   4.6875812e+02   2.5157110e+02
   1.4000000e+00   4.8175812e+02   2.7505110e+02
   1.5000000e+00   3.8075812e+02   5.4009110e+02
   1.6000000e+00   1.8575812e+02   4.1389110e+02
   1.7000000e+00   2.5875812e+02   4.6497110e+02
   1.8000000e+00   2.4875812e+02   4.3137110e+02
   1.9000000e+00   2.5075812e+02   1.7029110e+02
   2.0000000e+00   2.3975812e+02   3.1173110e+02
   2.1000000e+00   1.7875812e+02   3.4617110e+02
   2.2000000e+00   2.2375812e+02   2.5937110e+02
   2.3000000e+00   2.7075812e+02   2.3049110e+02
   2.4000000e+00   1.3375812e+02   2.9097110e+02
   2.5000000e+00   1.4175812e+02   2.6865110e+02
   2.6000000e+00   2.5775812e+02   2.5901110e+02
   2.7000000e+00   2.3875812e+02   3.9977110e+02
   2.8000000e+00   4.4875812e+02   3.2937110e+02
   2.9000000e+00   2.3175812e+02   2.1205110e+02
   3.0000000e+00   2.0675812e+02   1.3305110e+02
   3.1000000e+00   2.0775812e+02   3.0301110e+02
   3.2000000e+00   2.2275812e+02   2.6341110e+02
   3.3000000e+00   1.1175812e+02   3.7485110e+02
   3.4000000e+00   2.9375812e+02   2.9357110e+02
   3.5000000e+00   1.6275812e+02   2.3681110e+02
   3.6000000e+00   2.1875812e+02   4.2357110e+02
   3.7000000e+00   3.1375812e+02   1.6577110e+02
   3.8000000e+00   3.7875812e+02   1.3817110e+02
   3.9000000e+00   2.2175812e+02   2.3645110e+02
   4.0000000e+00   1.9975812e+02   2.1733110e+02
   4.1000000e+00   1.5675812e+02   2.0905110e+02
   4.2000000e+00   2.1775812e+02   1.8061110e+02
   4.3000000e+00   9.1758117e+01   2.6365110e+02
   4.4000000e+00   1.6975812e+02   2.9953110e+02
   4.5000000e+00   2.0375812e+02   2.9117110e+02
   4.6000000e+00   1.8675812e+02   2.7385110e+02
   4.7000000e+00   4.4475812e+02   2.3353110e+02
   4.8000000e+00   3.0175812e+02   2.9125110e+02
   4.9000000e+00   1.3375812e+02   2.6297110e+02
   5.0000000e+00   1.9575812e+02   3.4149110e+02
   5.1000000e+00   2.5975812e+02   1.8593110e+02
   5.2000000e+00   1.5675812e+02   2.0905110e+02
   5.3000000e+00   1.8475812e+02   2.5393110e+02
   5.4000000e+00   3.3758117e+01   2.4697110e+02
   5.5000000e+00   2.5475812e+02   3.2113110e+02
   5.6000000e+00   3.8275812e+02   1.8701110e+02
   5.7000000e+00   2.6375812e+02   3.9277110e+02
   5.8000000e+00   2.4275812e+02   2.5261110e+02
   5.9000000e+00   3.4475812e+02   2.2053110e+02
   6.0000000e+00   2.1775812e+02   3.3161110e+02
   6.1000000e+00   4.1375812e+02   3.9277110e+02
   6.2000000e+00   2.9175812e+02   2.1965110e+02
   6.3000000e+00   3.9775812e+02   2.0141110e+02
   6.4000000e+00   3.0875812e+02   1.5097110e+02
   6.5000000e+00   9.7758117e+01   2.2941110e+02
   6.6000000e+00   1.4175812e+02   2.1465110e+02
   6.7000000e+00   2.5675812e+02   2.6905110e+02
   6.8000000e+00   3.1175812e+02   2.2685110e+02
   6.9000000e+00   2.3875812e+02   2.9677110e+02
   7.0000000e+00   2.5675812e+02   3.1805110e+02
   7.1000000e+00   3.5675812e+02   2.2805110e+02
   7.2000000e+00   3.7075812e+02   1.7549110e+02
   7.3000000e+00   2.2475812e+02   1.1333110e+02
   7.4000000e+00   1.8475812e+02   2.5393110e+02
   7.5000000e+00   3.4675812e+02   1.6345110e+02
   7.6000000e+00   8.9758117e+01   2.8873110e+02
   7.7000000e+00   1.3375812e+02   2.7497110e+02
   7.8000000e+00   2.5675812e+02   2.1105110e+02
   7.9000000e+00   2.1475812e+02   1.2573110e+02
   8.0000000e+00   2.3875812e+02   2.6477110e+02
   8.1000000e+00   5.7758117e+01   3.1801110e+02
   8.2000000e+00   2.1775812e+02   1.8261110e+02
   8.3000000e+00   2.3675812e+02   2.3285110e+02
   8.4000000e+00   2.9475812e+02   2.3453110e+02
   8.5000000e+00   2.4075812e+02   1.5869110e+02
   8.6000000e+00   2.4575812e+02   2.0649110e+02
   8.7000000e+00   1.1675812e+02   2.5065110e+02
   8.8000000e+00   2.4075812e+02   2.0469110e+02
   8.9000000e+00   2.1275812e+02   2.8081110e+02
   9.0000000e+00   2.0375812e+02   1.0717110e+02
   9.1000000e+00   3.3775812e+02   1.3081110e+02
   9.2000000e+00   1.4875812e+02   1.9437110e+02
   9.3000000e+00   2.6275812e+02   2.3981110e+02
   9.4000000e+00   1.5475812e+02   3.2613110e+02
   9.5000000e+00   2.0575812e+02   3.3209110e+02
   9.6000000e+00   2.7475812e+02   1.0133110e+02
   9.7000000e+00   3.0475812e+02   9.8131104e+01
   9.8000000e+00   2.3975812e+02   3.2731104e+01
   9.9000000e+00   2.3775812e+02   2.4881110e+02
   1.0000000e+01   1.7775812e+02   2.5921110e+02
   1.0100000e+01   1.9375812e+02   3.5557110e+02
   1.0200000e+01   2.2875812e+02   4.0217110e+02
   1.0300000e+01   3.3375812e+02   3.1697110e+02
   1.0400000e+01   2.7675812e+02   2.7225110e+02
   1.0500000e+01   2.0775812e+02   2.4001110e+02
   1.0600000e+01   2.4075812e+02   3.0969110e+02
   1.0700000e+01   1.7275812e+02   3.8541110e+02
   1.0800000e+01   1.9775812e+02   3.3641110e+02
   1.0900000e+01   1.6375812e+02   2.0077110e+02
   1.1000000e+01   1.0475812e+02   3.3713110e+02
   1.1100000e+01   4.3775812e+02   2.1481110e+02
   1.1200000e+01   2.4275812e+02   4.2861110e+02
   1.1300000e+01   2.8175812e+02   2.7505110e+02
   1.1400000e+01   2.6975812e+02   3.6253110e+02
   1.1500000e+01   1.8575812e+02   2.1789110e+02
   1.1600000e+01   2.3775812e+02   4.3781110e+02
   1.1700000e+01   9.2758117e+01   3.8861110e+02
   1.1800000e+01   5.2975812e+02   1.7413110e+02
   1.1900000e+01   2.4175812e+02   4.1465110e+02
   1.2000000e+01   3.5975812e+02   4.6693110e+02
   1.2100000e+01   2.4875812e+02   3.8237110e+02
   1.2200000e+01   2.6275812e+02   3.8981110e+02
   1.2300000e+01   3.0575812e+02   3.2109110e+02
   1.2400000e+01   1.7575812e+02   4.0429110e+02
   1.2500000e+01   3.8075812e+02   3.9409110e+02
   1.2600000e+01   3.2975812e+02   2.0713110e+02
   1.2700000e+01   3.5875812e+02   1.5297110e+02
   1.2800000e+01   3.9975812e+02   2.6933110e+02
   1.2900000e+01   2.7675812e+02   2.9125110e+02
   1.3000000e+01   2.7875812e+02   3.8017110e+02
   1.3100000e+01   3.2575812e+02   3.0629110e+02
   1.3200000e+01   2.3375812e+02   4.2197110e+02
   1.3300000e+01   1.1975812e+02   2.9153110e+02
   1.3400000e+01   2.7475812e+02   1.7733110e+02
   1.3500000e+01   2.4575812e+02   2.9149110e+02
   1.3600000e+01   2.7075812e+02   2.9949110e+02
   1.3700000e+01   2.7575812e+02   1.9529110e+02
   1.3800000e+01   2.5175812e+02   3.3325110e+02
   1.3900000e+01   2.3175812e+02   2.9405110e+02
   1.4000000e+01   2.7675812e+02   3.1725110e+02
   1.4100000e+01   2.0175812e+02   3.5825110e+02
   1.4200000e+01   3.6375812e+02   3.7477110e+02
   1.4300000e+01   2.6875812e+02   3.1557110e+02
   1.4400000e+01   2.4375812e+02   2.7957110e+02
   1.4500000e+01   2.5775812e+02   3.9501110e+02
   1.4600000e+01   2.0775812e+02   2.3901110e+02
   1.4700000e+01   1.2775812e+02   3.1021110e+02
   1.4800000e+01   2.1675812e+02   3.8165110e+02
   1.4900000e+01   1.1475812e+02   3.8873110e+02
   1.5000000e+01   2.2375812e+02   1.3037110e+02
   1.5100000e+01   4.0275812e+02   3.2821110e+02
   1.5200000e+01   2.3575812e+02   3.1689110e+02
   1.5300000e+01   2.4275812e+02   4.3761110e+02
   1.5400000e+01   3.4575812e+02   3.0949110e+02
   1.5500000e+01   2.4675812e+02   3.2745110e+02
   1.5600000e+01   1.9175812e+02   3.1565110e+02
   1.5700000e+01   2.2075812e+02   1.2749110e+02
   1.5800000e+01   3.7975812e+02   2.6513110e+02
   1.5900000e+01   2.6275812e+02   4.2881110e+02
   1.6000000e+01   3.2675812e+02   2.0325110e+02
   1.6100000e+01   1.8175812e+02   3.5005110e+02
   1.6200000e+01   3.7175812e+02   3.3645110e+02
   1.6300000e+01   2.2175812e+02   1.6945110e+02
   1.6400000e+01   1.9575812e+02   2.2849110e+02
   1.6500000e+01   3.5075812e+02   2.3529110e+02
   1.6600000e+01   1.3275812e+02   1.0501110e+02
   1.6700000e+01   3.6475812e+02   9.8731104e+01
   1.6800000e+01   4.3475812e+02   2.4793110e+02
   1.6900000e+01   3.3975812e+02   2.8373110e+02
   1.7000000e+01   3.4575812e+02   2.0249110e+02
   1.7100000e+01   2.5575812e+02   2.8409110e+02
