   0.0000000e+00   1.7496721e+02   4.4600678e+02
   1.0000000e-01  -4.0327869e+00   2.6116678e+02
   2.0000000e-01  -3.0032787e+01   5.4720678e+02
   3.0000000e-01  -1.2703279e+02   4.1608678e+02
   4.0000000e-01   1.4996721e+02   2.6300678e+02
   5.0000000e-01  -1.1032787e+01   5.4544678e+02
   6.0000000e-01  -7.4032787e+01   5.4696678e+02
   7.0000000e-01   7.6967213e+01   5.1492678e+02
   8.0000000e-01  -7.6032787e+01   3.3004678e+02
   9.0000000e-01  -9.0327869e+00   4.6636678e+02
   1.0000000e+00   9.6721311e-01   4.6096678e+02
   1.1000000e+00  -2.0327869e+00   4.8808678e+02
   1.2000000e+00   3.3967213e+01   5.6464678e+02
   1.3000000e+00  -3.7032787e+01   4.0748678e+02
   1.4000000e+00  -4.7032787e+01   5.5788678e+02
   1.5000000e+00   8.9967213e+01   2.7040678e+02
   1.6000000e+00  -1.4032787e+01   4.8756678e+02
   1.7000000e+00  -7.6032787e+01   3.8304678e+02
   1.8000000e+00  -1.0303279e+02   3.3012678e+02
   1.9000000e+00   6.7967213e+01   3.4928678e+02
   2.0000000e+00  -6.5032787e+01   4.2560678e+02
   2.1000000e+00   1.5496721e+02   3.9880678e+02
   2.2000000e+00  -5.7032787e+01   4.1828678e+02
   2.3000000e+00   1.9967213e+01   5.4020678e+02
   2.4000000e+00  -5.2032787e+01   4.6808678e+02
   2.5000000e+00   1.7967213e+01   4.0828678e+02
   2.6000000e+00  -7.7032787e+01   3.7008678e+02
   2.7000000e+00  -4.9032787e+01   2.6796678e+02
   2.8000000e+00   3.0967213e+01   4.3876678e+02
   2.9000000e+00  -8.0327869e+00   5.3132678e+02
   3.0000000e+00  -7.7032787e+01   4.5108678e+02
   3.1000000e+00  -1.8032787e+01   2.6972678e+02
   3.2000000e+00  -3.7032787e+01   3.6548678e+02
   3.3000000e+00  -6.4032787e+01   6.3256678e+02
   3.4000000e+00  -1.3103279e+02   3.2624678e+02
   3.5000000e+00  -5.4032787e+01   4.3716678e+02
   3.6000000e+00  -1.0503279e+02   6.2620678e+02
   3.7000000e+00  -1.0903279e+02   5.0836678e+02
   3.8000000e+00  -4.6032787e+01   5.0484678e+02
   3.9000000e+00  -9.5032787e+01   5.7880678e+02
   4.0000000e+00  -2.8032787e+01   4.9912678e+02
   4.1000000e+00  -1.2603279e+02   4.1204678e+02
   4.2000000e+00  -3.3032787e+01   3.9032678e+02
   4.3000000e+00  -1.3032787e+01   3.0152678e+02
   4.4000000e+00   3.9672131e+00   4.3184678e+02
   4.5000000e+00  -1.2603279e+02   4.9204678e+02
   4.6000000e+00  -6.9032787e+01   2.8276678e+02
   4.7000000e+00  -3.7032787e+01   5.1848678e+02
   4.8000000e+00  -6.6032787e+01   3.6764678e+02
   4.9000000e+00  -8.0032787e+01   4.0120678e+02
   5.0000000e+00  -1.0403279e+02   3.3216678e+02
   5.1000000e+00  -8.0327869e+00   4.0632678e+02
   5.2000000e+00  -2.9032787e+01   5.0816678e+02
